Ticket_ID,Camera_ID,Store_Location,Store_City,Store_State,Site_Name,Zone,Banner,Region,Market,Manufacturer,Model,Serial_Number,Failure_Reason,Ticket_Created_Date,Priority,Resolution_Date,Replacement_Purchased,Replacement_Cost,Warranty_Status_At_Failure,Days_Until_Warranty_Expiration,Recommended_Action,Potential_Recovery_Value
TKT-000481,CAM149028,10494,Galax,VA,"Galax, VA #10494",Jewelry Counter,Supercenter,75,287,Axis,Q6155-E,AXI391821603,Zoom Malfunction,2025-01-04,Low,2025-02-03,No,0,Active,361,Check RMA Eligibility,-150
TKT-000487,CAM52062,10106,Leesburg,VA,"Leesburg, VA #10106",Emergency Exit East,Supercenter,75,281,Hanwha,XNF-8010RV,HAN917484623,Physical Damage,2025-05-13,Critical,2025-06-08,No,0,Active,829,Check RMA Eligibility,-150
TKT-000488,CAM109965,10337,Bedford,VA,"Bedford, VA #10337",Automotive Section,Supercenter,75,289,Axis,M3046-V,AXI167291545,Moisture Ingress,2025-11-07,High,2025-11-13,No,0,Active,1073,Check RMA Eligibility,-150
TKT-000489,CAM55139,10118,Fairfax,VA,"Fairfax, VA #10118",Stockroom,Supercenter,75,291,Hanwha,XNV-8080R,HAN491641653,PTZ Motor Failure,2026-03-01,High,2026-03-10,Yes,2500,Active,825,Submit Warranty Claim,2350
TKT-000492,CAM107332,10327,Newport News,VA,"Newport News, VA #10327",Roof Perimeter,Supercenter,75,291,Bosch,FLEXIDOME IP 5000i,BOS184716202,Physical Damage,2025-11-16,Low,2025-12-07,No,0,Expiring Soon,73,Escalate Before Warranty Expires,-150
TKT-000493,CAM145745,10480,Edgewood,MD,"Edgewood, MD #10480",Parking Lot South,Supercenter,75,282,Hanwha,XNV-8080R,HAN168230025,Power Failure,2025-09-30,Low,2025-10-27,Yes,2500,Active,1395,Submit Warranty Claim,2350
TKT-000496,CAM193657,10672,Oxon Hill,MD,"Oxon Hill, MD #10672",Sales Floor Aisle 1-10,Supercenter,75,314,Hanwha,XND-6081RV,HAN397561197,Mounting Bracket Broken,2026-05-02,Critical,2026-05-24,Yes,2500,Active,750,Submit Warranty Claim,2350
TKT-000501,CAM146371,10483,Wytheville,VA,"Wytheville, VA #10483",Parking Lot South,Supercenter,75,312,Hanwha,XNV-8080R,HAN259917726,Physical Damage,2025-06-02,Critical,2025-06-17,No,0,Active,157,Check RMA Eligibility,-150
TKT-000515,CAM138094,10450,Owings Mills,MD,"Owings Mills, MD #10450",Grocery Section,Supercenter,75,281,Axis,Q6155-E,AXI101554085,Audio Failure,2025-07-16,High,2025-07-18,Yes,2500,Active,444,Submit Warranty Claim,2350
TKT-000516,CAM196772,10685,Fairfax,VA,"Fairfax, VA #10685",Front Entrance,Supercenter,75,287,Hanwha,PNM-C16083RVQ,HAN705161349,Zoom Malfunction,2025-11-07,Critical,2025-11-09,Yes,2500,Active,563,Submit Warranty Claim,2350
TKT-000521,CAM206758,10725,Odenton,MD,"Odenton, MD #10725",Parking Lot North,Supercenter,75,281,Bosch,FLEXIDOME IP 3000i,BOS219847401,Image Quality Degraded,2025-02-13,High,2025-03-01,No,0,Active,908,Check RMA Eligibility,-150
TKT-000523,CAM186880,10645,Pulaski,VA,"Pulaski, VA #10645",Deli,Supercenter,75,282,Bosch,AUTODOME IP 5000i,BOS264636660,Firmware Corruption,2026-02-10,Critical,2026-02-22,No,0,Active,727,Check RMA Eligibility,-150
TKT-000528,CAM113386,10351,Hopewell,VA,"Hopewell, VA #10351",Break Room,Supercenter,75,288,Axis,M3116-LVE,AXI402582322,Focus Issue,2025-09-22,Low,2025-10-06,No,0,Active,1150,Check RMA Eligibility,-150
TKT-000530,CAM97387,10287,Blacksburg,VA,"Blacksburg, VA #10287",Pharmacy,Supercenter,75,293,Bosch,FLEXIDOME IP 3000i,BOS378162251,SD Card Failure,2025-02-21,Critical,2025-03-19,Yes,2500,Active,907,Submit Warranty Claim,2350
TKT-000531,CAM83566,10232,Petersburg,VA,"Petersburg, VA #10232",Stockroom,Supercenter,75,290,Hanwha,XNF-8010RV,HAN867600238,Network Connectivity Lost,2025-01-26,Medium,2025-02-08,No,0,Active,688,Check RMA Eligibility,-150
TKT-000537,CAM16253,3219,WILLIAMSBURG,VA,"WILLIAMSBURG, VA #3219",Self-Checkout,Supercenter,75,287,Hanwha,XNV-8080R,HAN247733847,Power Failure,2026-01-11,High,2026-02-04,No,0,Active,1239,Check RMA Eligibility,-150
TKT-000547,CAM76881,10205,Dublin,VA,"Dublin, VA #10205",Break Room,Supercenter,75,281,Hanwha,XNF-8010RV,HAN744319281,Overheating,2025-04-24,High,2025-04-28,No,0,Active,1348,Check RMA Eligibility,-150
TKT-000550,CAM96578,10284,Frederick,MD,"Frederick, MD #10284",Parking Lot North,Supercenter,75,314,Bosch,MIC IP fusion 9000i,BOS213471832,Video Artifacts,2025-07-30,Critical,2025-08-04,Yes,2500,Active,1375,Submit Warranty Claim,2350
TKT-000564,CAM26920,10005,Leesburg,VA,"Leesburg, VA #10005",Garden Center,Supercenter,75,281,Bosch,AUTODOME IP 5000i,BOS440019710,SD Card Failure,2025-09-24,High,2025-10-08,No,0,Active,1121,Check RMA Eligibility,-150
TKT-000566,CAM22697,5228,COLUMBIA,MD,"COLUMBIA, MD #5228",Sales Floor Aisle 1-10,Supercenter,75,282,Bosch,DINION IP starlight 8000,BOS874734088,Focus Issue,2025-09-22,High,2025-10-21,Yes,2500,Active,1175,Submit Warranty Claim,2350
TKT-000569,CAM115237,10358,Hopewell,VA,"Hopewell, VA #10358",Self-Checkout,Supercenter,75,290,Axis,Q6155-E,AXI221638841,Lens Obstruction,2024-12-18,Low,2025-01-13,No,0,Active,718,Check RMA Eligibility,-150
TKT-000571,CAM8429,1968,ABERDEEN,MD,"ABERDEEN, MD #1968",Emergency Exit West,Supercenter,75,281,Axis,M3046-V,AXI589300249,Firmware Corruption,2025-05-01,Low,2025-05-23,No,0,Expiring Soon,58,Escalate Before Warranty Expires,-150
TKT-000574,CAM22601,5228,COLUMBIA,MD,"COLUMBIA, MD #5228",Break Room,Supercenter,75,282,Hanwha,XND-6081RV,HAN218971090,Mounting Bracket Broken,2025-03-29,Low,2025-04-14,No,0,Expiring Soon,58,Escalate Before Warranty Expires,-150
TKT-000584,CAM191025,10662,Columbia,MD,"Columbia, MD #10662",Jewelry Counter,Supercenter,75,288,Axis,P3245-LVE,AXI761766087,Zoom Malfunction,2025-02-05,Critical,2025-02-19,No,0,Active,1156,Check RMA Eligibility,-150
TKT-000590,CAM70741,10180,Virginia Beach,VA,"Virginia Beach, VA #10180",Restrooms Area,Supercenter,75,314,Hanwha,XND-6081RV,HAN328473475,Mounting Bracket Broken,2025-08-25,High,2025-08-30,No,0,Active,235,Check RMA Eligibility,-150
TKT-000591,CAM78834,10213,Rockville,MD,"Rockville, MD #10213",Pharmacy,Supercenter,75,282,Hanwha,PNV-A9081R,HAN477240196,Physical Damage,2025-06-20,Medium,2025-06-25,No,0,Active,249,Check RMA Eligibility,-150
TKT-000594,CAM108361,10331,Chesapeake,VA,"Chesapeake, VA #10331",Rear Entrance,Supercenter,75,314,Bosch,AUTODOME IP 5000i,BOS374023339,Audio Failure,2025-12-02,High,2025-12-22,No,0,Active,267,Check RMA Eligibility,-150
TKT-000602,CAM37819,10049,Pulaski,VA,"Pulaski, VA #10049",Electronics Department,Supercenter,75,312,Hanwha,XNV-8080R,HAN771567965,IR LEDs Burned Out,2024-11-17,High,2024-11-24,No,0,Active,99,Check RMA Eligibility,-150
TKT-000604,CAM167688,10568,Catonsville,MD,"Catonsville, MD #10568",Stockroom,Supercenter,75,293,Hanwha,XNF-8010RV,HAN107809844,IR LEDs Burned Out,2026-02-12,Low,2026-02-18,No,0,Active,1045,Check RMA Eligibility,-150
TKT-000607,CAM120822,10381,Chesapeake,VA,"Chesapeake, VA #10381",Customer Service,Supercenter,75,290,Axis,Q6155-E,AXI174612201,Image Quality Degraded,2025-08-10,Medium,2025-09-09,No,0,Active,652,Check RMA Eligibility,-150
TKT-000609,CAM52316,10107,Radford,VA,"Radford, VA #10107",Restrooms Area,Supercenter,75,288,Bosch,DINION IP 7000 HD,BOS876052750,Audio Failure,2024-11-20,Medium,2024-11-21,No,0,Active,530,Check RMA Eligibility,-150
TKT-000613,CAM23687,5382,PASADENA,MD,"PASADENA, MD #5382",Parking Lot South,Supercenter,75,282,Hanwha,XND-6081RV,HAN436652272,Lens Obstruction,2025-04-05,Medium,2025-04-23,No,0,Active,810,Check RMA Eligibility,-150
TKT-000620,CAM37503,10048,Blacksburg,VA,"Blacksburg, VA #10048",Cash Registers,Supercenter,75,315,Hanwha,PNV-A9081R,HAN133789734,Night Vision Failure,2025-10-16,High,2025-10-21,Yes,2500,Active,1015,Submit Warranty Claim,2350
TKT-000629,CAM190903,10661,Galax,VA,"Galax, VA #10661",Office Area,Supercenter,75,290,Bosch,DINION IP starlight 8000,BOS638851158,Zoom Malfunction,2025-01-13,High,2025-01-15,No,0,Active,1017,Check RMA Eligibility,-150
TKT-000630,CAM150551,10500,Herndon,VA,"Herndon, VA #10500",Grocery Section,Supercenter,75,293,Bosch,AUTODOME IP 5000i,BOS230015570,Network Connectivity Lost,2025-12-13,High,2025-12-19,No,0,Active,957,Check RMA Eligibility,-150
TKT-000635,CAM65145,10158,Manassas,VA,"Manassas, VA #10158",Automotive Section,Supercenter,75,290,Axis,P3265-LVE,AXI503926619,Zoom Malfunction,2024-12-08,Medium,2024-12-29,Yes,2500,Active,1257,Submit Warranty Claim,2350
TKT-000637,CAM203994,10713,Fairfax,VA,"Fairfax, VA #10713",Sales Floor Aisle 1-10,Supercenter,75,288,Bosch,DINION IP starlight 8000,BOS393647189,PTZ Motor Failure,2026-04-02,Critical,2026-04-23,No,0,Active,1070,Check RMA Eligibility,-150
TKT-000642,CAM132070,10426,Leesburg,VA,"Leesburg, VA #10426",Deli,Supercenter,75,312,Axis,P3265-LVE,AXI282832295,Firmware Corruption,2025-06-08,Critical,2025-06-16,No,0,Active,205,Check RMA Eligibility,-150
TKT-000653,CAM48612,10092,North Bethesda,MD,"North Bethesda, MD #10092",Bakery,Supercenter,75,282,Axis,Q6155-E,AXI352207507,No Video Signal,2025-05-31,Critical,2025-06-28,No,0,Active,1267,Check RMA Eligibility,-150
TKT-000654,CAM185595,10640,Petersburg,VA,"Petersburg, VA #10640",Self-Checkout,Supercenter,75,291,Bosch,FLEXIDOME IP 5000i,BOS360533483,Mounting Bracket Broken,2025-01-19,Medium,2025-01-22,No,0,Active,658,Check RMA Eligibility,-150
TKT-000659,CAM104999,10317,Pasadena,MD,"Pasadena, MD #10317",Emergency Exit West,Supercenter,75,281,Bosch,DINION IP starlight 8000,BOS162449379,Firmware Corruption,2026-05-02,Low,2026-05-12,No,0,Active,1362,Check RMA Eligibility,-150
TKT-000668,CAM207922,10729,Petersburg,VA,"Petersburg, VA #10729",Customer Service,Supercenter,75,290,Hanwha,PNV-A9081R,HAN365767128,Video Artifacts,2025-03-21,High,2025-04-12,Yes,2500,Active,1046,Submit Warranty Claim,2350
TKT-000679,CAM29802,10017,Covington,VA,"Covington, VA #10017",Electronics Department,Supercenter,75,312,Bosch,DINION IP starlight 8000,BOS779250975,IR LEDs Burned Out,2025-08-23,Low,2025-09-08,No,0,Active,861,Check RMA Eligibility,-150
TKT-000683,CAM60169,10138,Bedford,VA,"Bedford, VA #10138",Receiving Area,Supercenter,75,315,Bosch,MIC IP fusion 9000i,BOS398224598,Video Artifacts,2025-05-22,High,2025-05-23,Yes,2500,Active,308,Submit Warranty Claim,2350
TKT-000684,CAM165001,10558,College Park,MD,"College Park, MD #10558",Bakery,Supercenter,75,281,Hanwha,QNO-8080R,HAN211438932,Audio Failure,2025-07-16,Critical,2025-07-30,No,0,Active,784,Check RMA Eligibility,-150
TKT-000688,CAM169787,10577,Dublin,VA,"Dublin, VA #10577",Break Room,Supercenter,75,290,Axis,P3265-LVE,AXI169391700,Network Connectivity Lost,2026-02-14,Critical,2026-03-10,Yes,2500,Active,1077,Submit Warranty Claim,2350
TKT-000695,CAM151957,10505,Portsmouth,VA,"Portsmouth, VA #10505",Parking Lot North,Supercenter,75,315,Hanwha,PNV-A9081R,HAN388326463,No Video Signal,2026-02-11,Low,2026-03-12,No,0,Active,976,Check RMA Eligibility,-150
TKT-000700,CAM164130,10554,Front Royal,VA,"Front Royal, VA #10554",Front Entrance,Supercenter,75,508,Hanwha,XNF-8010RV,HAN322420775,No Video Signal,2024-12-11,Low,2025-01-08,Yes,2500,Active,660,Submit Warranty Claim,2350
TKT-000705,CAM203038,10710,Culpeper,VA,"Culpeper, VA #10710",Self-Checkout,Supercenter,75,293,Bosch,MIC IP fusion 9000i,BOS716170377,No Video Signal,2025-02-24,Low,2025-03-20,No,0,Active,1043,Check RMA Eligibility,-150
TKT-000713,CAM67534,10168,Richmond,VA,"Richmond, VA #10168",Self-Checkout,Supercenter,75,282,Bosch,DINION IP 7000 HD,BOS165597212,Video Artifacts,2025-01-04,High,2025-01-30,No,0,Active,1370,Check RMA Eligibility,-150
TKT-000719,CAM160718,10540,Newport News,VA,"Newport News, VA #10540",Sales Floor Aisle 11-20,Supercenter,75,312,Axis,P3265-LVE,AXI131314180,Firmware Corruption,2025-07-03,High,2025-07-26,No,0,Active,1154,Check RMA Eligibility,-150
TKT-000744,CAM206763,10725,Odenton,MD,"Odenton, MD #10725",Rear Entrance,Supercenter,75,281,Axis,P1448-LE,AXI538066281,Image Quality Degraded,2025-04-15,High,2025-04-20,No,0,Active,827,Check RMA Eligibility,-150
TKT-000749,CAM29946,10017,Covington,VA,"Covington, VA #10017",Office Area,Supercenter,75,312,Axis,Q6075-E,AXI932545208,Firmware Corruption,2025-05-18,High,2025-06-13,No,0,Active,802,Check RMA Eligibility,-150
TKT-000752,CAM31506,10024,Bristol,VA,"Bristol, VA #10024",Loading Dock,Supercenter,75,288,Bosch,DINION IP 7000 HD,BOS952480852,Physical Damage,2025-01-03,Low,2025-01-24,No,0,Active,653,Check RMA Eligibility,-150
TKT-000754,CAM89793,10257,Pasadena,MD,"Pasadena, MD #10257",Garden Center,Supercenter,75,289,Axis,P1448-LE,AXI506821813,Overheating,2025-07-17,Medium,2025-08-13,No,0,Active,746,Check RMA Eligibility,-150
TKT-000756,CAM145785,10481,Blacksburg,VA,"Blacksburg, VA #10481",Emergency Exit East,Supercenter,75,281,Hanwha,XNF-8010RV,HAN206103146,Overheating,2026-03-26,Critical,2026-04-14,No,0,Active,1326,Check RMA Eligibility,-150
TKT-000764,CAM134973,10437,Danville,VA,"Danville, VA #10437",Cash Registers,Supercenter,75,289,Bosch,DINION IP starlight 8000,BOS844992622,SD Card Failure,2024-11-13,Low,2024-11-16,No,0,Active,1004,Check RMA Eligibility,-150
TKT-000766,CAM174839,10597,Virginia Beach,VA,"Virginia Beach, VA #10597",Receiving Area,Supercenter,75,312,Hanwha,XNV-8080R,HAN929880431,Lightning Strike,2025-10-18,High,2025-10-21,No,0,Active,202,Check RMA Eligibility,-150
TKT-000772,CAM145803,10481,Blacksburg,VA,"Blacksburg, VA #10481",Electronics Department,Supercenter,75,281,Hanwha,PNV-A9081R,HAN533374219,Focus Issue,2025-11-30,High,2025-12-01,No,0,Active,1010,Check RMA Eligibility,-150
TKT-000780,CAM154491,10515,Clinton,MD,"Clinton, MD #10515",Electronics Department,Supercenter,75,508,Hanwha,PNM-C16083RVQ,HAN756499874,Cable Damage,2025-08-01,Medium,2025-08-26,No,0,Active,992,Check RMA Eligibility,-150
TKT-000784,CAM88748,10252,Winchester,VA,"Winchester, VA #10252",Front Entrance,Supercenter,75,282,Hanwha,XNV-8080R,HAN861055125,Power Failure,2024-12-21,Low,2024-12-24,Yes,2500,Active,866,Submit Warranty Claim,2350
TKT-000790,CAM46039,10082,Crofton,MD,"Crofton, MD #10082",Deli,Supercenter,75,289,Bosch,DINION IP starlight 8000,BOS799094169,Lightning Strike,2025-10-21,Medium,2025-10-27,Yes,2500,Expiring Soon,63,Submit Warranty Claim,2350
TKT-000801,CAM166789,10565,Franklin,VA,"Franklin, VA #10565",Sales Floor Aisle 1-10,Supercenter,75,293,Hanwha,PNM-9085RQZ,HAN535682318,Moisture Ingress,2025-01-24,Critical,2025-02-05,No,0,Active,334,Check RMA Eligibility,-150
TKT-000804,CAM92015,10266,Hanover,MD,"Hanover, MD #10266",Stockroom,Supercenter,75,508,Hanwha,PNM-9085RQZ,HAN140934666,PTZ Motor Failure,2025-06-18,Critical,2025-07-10,No,0,Active,1239,Check RMA Eligibility,-150
TKT-000805,CAM65899,10161,Roanoke,VA,"Roanoke, VA #10161",Rear Entrance,Supercenter,75,508,Bosch,MIC IP fusion 9000i,BOS286311724,Power Failure,2025-04-18,High,2025-04-20,Yes,2500,Active,417,Submit Warranty Claim,2350
TKT-000809,CAM176579,10604,Salem,VA,"Salem, VA #10604",Restrooms Area,Supercenter,75,314,Bosch,AUTODOME IP 5000i,BOS442997967,Video Artifacts,2026-03-28,Critical,2026-04-04,Yes,2500,Active,831,Submit Warranty Claim,2350
TKT-000810,CAM147164,10486,Hanover,MD,"Hanover, MD #10486",Self-Checkout,Supercenter,75,508,Bosch,MIC IP fusion 9000i,BOS651872685,Firmware Corruption,2025-07-29,Low,2025-08-23,No,0,Active,490,Check RMA Eligibility,-150
TKT-000822,CAM64812,10157,Yorktown,VA,"Yorktown, VA #10157",Parking Lot North,Supercenter,75,289,Axis,Q6155-E,AXI526087292,Mounting Bracket Broken,2026-03-22,High,2026-04-18,Yes,2500,Expiring Soon,30,Submit Warranty Claim,2350
TKT-000823,CAM156900,10525,Petersburg,VA,"Petersburg, VA #10525",Sales Floor Aisle 11-20,Supercenter,75,508,Bosch,FLEXIDOME IP 3000i,BOS791861890,Physical Damage,2025-03-15,Critical,2025-04-12,No,0,Active,103,Check RMA Eligibility,-150
TKT-000826,CAM161103,10542,Richmond,VA,"Richmond, VA #10542",Emergency Exit West,Supercenter,75,291,Hanwha,XNF-8010RV,HAN839185924,Mounting Bracket Broken,2026-01-14,Medium,2026-01-22,No,0,Expiring Soon,22,Escalate Before Warranty Expires,-150
TKT-000829,CAM7691,1875,SEVERN,MD,"SEVERN, MD #1875",Automotive Section,Supercenter,75,282,Bosch,FLEXIDOME IP 5000i,BOS167917093,PTZ Motor Failure,2025-10-24,Critical,2025-10-27,No,0,Active,641,Check RMA Eligibility,-150
TKT-000830,CAM147347,10487,Manassas,VA,"Manassas, VA #10487",Break Room,Supercenter,75,290,Hanwha,XND-6081RV,HAN902575848,Overheating,2025-09-05,High,2025-09-25,No,0,Active,993,Check RMA Eligibility,-150
TKT-000836,CAM87957,10249,Fredericksburg,VA,"Fredericksburg, VA #10249",Grocery Section,Supercenter,75,312,Hanwha,QNO-8080R,HAN948336248,IR LEDs Burned Out,2025-01-29,Medium,2025-02-11,No,0,Active,1412,Check RMA Eligibility,-150
TKT-000838,CAM79211,10214,Virginia Beach,VA,"Virginia Beach, VA #10214",Customer Service,Supercenter,75,293,Hanwha,XND-6081RV,HAN943136539,Lightning Strike,2025-03-20,Low,2025-04-07,Yes,2500,Active,1171,Submit Warranty Claim,2350
TKT-000848,CAM38121,10050,Hagerstown,MD,"Hagerstown, MD #10050",Receiving Area,Supercenter,75,281,Axis,P1448-LE,AXI602229304,Night Vision Failure,2025-11-30,Medium,2025-12-18,Yes,2500,Active,310,Submit Warranty Claim,2350
TKT-000850,CAM198836,10693,Martinsville,VA,"Martinsville, VA #10693",Parking Lot North,Supercenter,75,288,Bosch,AUTODOME IP 5000i,BOS112279954,Video Artifacts,2026-01-12,Medium,2026-01-29,No,0,Active,562,Check RMA Eligibility,-150
TKT-000859,CAM137953,10449,Blacksburg,VA,"Blacksburg, VA #10449",Office Area,Supercenter,75,287,Hanwha,XNV-8080R,HAN635362434,Lightning Strike,2026-02-21,Medium,2026-03-10,Yes,2500,Active,505,Submit Warranty Claim,2350
TKT-000870,CAM167458,10567,Waynesboro,VA,"Waynesboro, VA #10567",Emergency Exit East,Supercenter,75,290,Axis,Q6155-E,AXI397288929,Moisture Ingress,2025-06-10,Low,2025-06-23,No,0,Active,309,Check RMA Eligibility,-150
TKT-000871,CAM195499,10679,Potomac,MD,"Potomac, MD #10679",Receiving Area,Supercenter,75,312,Bosch,FLEXIDOME IP 3000i,BOS923710970,Lightning Strike,2025-03-06,Critical,2025-04-04,Yes,2500,Active,1223,Submit Warranty Claim,2350
TKT-000876,CAM108113,10330,Roanoke,VA,"Roanoke, VA #10330",Receiving Area,Supercenter,75,282,Hanwha,XNF-8010RV,HAN503753589,No Video Signal,2025-11-10,Low,2025-11-13,Yes,2500,Active,605,Submit Warranty Claim,2350
TKT-000883,CAM162310,10547,Yorktown,VA,"Yorktown, VA #10547",Stockroom,Supercenter,75,315,Hanwha,XNV-8080R,HAN813736528,Overheating,2025-02-25,Low,2025-03-15,No,0,Active,703,Check RMA Eligibility,-150
TKT-000903,CAM175134,10598,Lynchburg,VA,"Lynchburg, VA #10598",Garden Center,Supercenter,75,282,Axis,P3245-LVE,AXI689920286,Audio Failure,2025-01-25,Medium,2025-01-26,Yes,2500,Active,1433,Submit Warranty Claim,2350
TKT-000906,CAM56625,10124,Emporia,VA,"Emporia, VA #10124",Electronics Department,Supercenter,75,290,Hanwha,XNV-8080R,HAN276007232,Mounting Bracket Broken,2026-04-10,High,2026-04-19,Yes,2500,Active,1295,Submit Warranty Claim,2350
TKT-000917,CAM34363,10035,Pasadena,MD,"Pasadena, MD #10035",Break Room,Supercenter,75,289,Hanwha,PNM-9085RQZ,HAN944894272,Firmware Corruption,2025-12-20,Low,2025-12-22,No,0,Active,1180,Check RMA Eligibility,-150
TKT-000919,CAM126747,10404,Poquoson,VA,"Poquoson, VA #10404",Sales Floor Aisle 1-10,Supercenter,75,314,Axis,P1448-LE,AXI910651391,Lightning Strike,2024-12-01,Medium,2024-12-25,No,0,Active,793,Check RMA Eligibility,-150
TKT-000927,CAM64283,10155,Glen Burnie,MD,"Glen Burnie, MD #10155",Customer Service,Supercenter,75,312,Axis,Q6155-E,AXI299417689,Image Quality Degraded,2025-08-04,Medium,2025-08-13,Yes,2500,Active,358,Submit Warranty Claim,2350
TKT-000933,CAM33132,10030,Owings Mills,MD,"Owings Mills, MD #10030",Receiving Area,Supercenter,75,289,Bosch,DINION IP starlight 8000,BOS996288379,IR LEDs Burned Out,2026-04-14,Critical,2026-05-12,Yes,2500,Active,599,Submit Warranty Claim,2350
TKT-000934,CAM153401,10511,Randallstown,MD,"Randallstown, MD #10511",Emergency Exit East,Supercenter,75,293,Axis,Q6075-E,AXI560730405,Firmware Corruption,2025-02-04,Critical,2025-02-28,Yes,2500,Active,476,Submit Warranty Claim,2350
TKT-000936,CAM85234,10238,Bedford,VA,"Bedford, VA #10238",Stockroom,Supercenter,75,282,Hanwha,QNO-8080R,HAN404329412,Moisture Ingress,2025-03-25,High,2025-04-07,No,0,Active,114,Check RMA Eligibility,-150
TKT-000937,CAM156119,10522,Hanover,MD,"Hanover, MD #10522",Electronics Department,Supercenter,75,288,Bosch,DINION IP 7000 HD,BOS706161089,Lens Obstruction,2026-03-02,High,2026-03-26,No,0,Active,303,Check RMA Eligibility,-150
TKT-000939,CAM91371,10263,Edgewood,MD,"Edgewood, MD #10263",Stockroom,Supercenter,75,287,Axis,Q6155-E,AXI536962867,PTZ Motor Failure,2025-06-13,High,2025-06-29,No,0,Active,1233,Check RMA Eligibility,-150
TKT-000940,CAM161128,10542,Richmond,VA,"Richmond, VA #10542",Break Room,Supercenter,75,291,Hanwha,XNF-8010RV,HAN212716546,Video Artifacts,2025-04-03,High,2025-04-05,Yes,2500,Active,483,Submit Warranty Claim,2350
TKT-000944,CAM10899,2312,ROANOKE,VA,"ROANOKE, VA #2312",Loading Dock,Supercenter,75,312,Axis,Q6075-E,AXI626143317,PTZ Motor Failure,2025-04-16,Critical,2025-05-01,No,0,Active,570,Check RMA Eligibility,-150
TKT-000947,CAM101932,10305,Bowie,MD,"Bowie, MD #10305",Electronics Department,Supercenter,75,287,Bosch,FLEXIDOME IP 3000i,BOS890615712,Lightning Strike,2025-06-08,Low,2025-06-12,No,0,Active,1171,Check RMA Eligibility,-150
TKT-000949,CAM9156,2009,ABINGDON,MD,"ABINGDON, MD #2009",Restrooms Area,Supercenter,75,281,Axis,P1448-LE,AXI847925494,Physical Damage,2026-03-13,Critical,2026-03-22,No,0,Active,868,Check RMA Eligibility,-150
TKT-000962,CAM77956,10209,Hampton,VA,"Hampton, VA #10209",Garden Center,Supercenter,75,287,Hanwha,QNO-8080R,HAN730397050,Night Vision Failure,2025-08-05,Low,2025-08-24,No,0,Active,524,Check RMA Eligibility,-150
TKT-000965,CAM6977,1841,CHESAPEAKE,VA,"CHESAPEAKE, VA #1841",Front Entrance,Supercenter,75,289,Hanwha,PNM-C16083RVQ,HAN633950400,Cable Damage,2025-09-09,High,2025-09-17,Yes,2500,Active,898,Submit Warranty Claim,2350
TKT-000968,CAM69642,10176,Williamsburg,VA,"Williamsburg, VA #10176",Rear Entrance,Supercenter,75,281,Hanwha,XNF-8010RV,HAN124665641,Physical Damage,2024-12-04,Critical,2024-12-06,No,0,Active,837,Check RMA Eligibility,-150
